model_key,repo_id,revision,queries,direct_route_id,direct_success_rate,direct_mean_gpu_joules,direct_median_seconds,grounded_route_id,grounded_success_rate,grounded_mean_gpu_joules,grounded_median_seconds,success_diff_mean,success_diff_low,success_diff_high,gpu_joules_diff_mean,gpu_joules_diff_low,gpu_joules_diff_high,grounded_pareto_frontier
tiny,Qwen/Qwen3-0.6B,c1899de289a04d12100db370d81485cdf75e47ca,120,A00_tiny_direct,0.125,54.713849544018146,1.4439003899998966,M16_tiny_grounded_verified,0.0,201.43513055537113,3.662559802000146,-0.125,-0.18333333333333332,-0.06666666666666667,146.72128101135297,141.55548712581052,151.6166875354025,False
small,ibm-granite/granite-4.0-1b,6a7381ba1f54d684ff508d991aeb7dc580157103,120,A04_small_direct,0.0,256.97515118523927,4.116828457000054,A13_small_hybrid_verified,0.0,260.850203446524,4.025154700500025,0.0,0.0,0.0,3.875052261284738,1.727643145323388,6.137937818000323,False
granite,ibm-granite/granite-4.1-3b,c0650403e44e78ec0262dab1c90914c65b196c4e,120,M17_granite_direct,0.20833333333333334,57.14426658386651,0.4508444390000932,M18_granite_grounded_verified,0.44166666666666665,176.67912533882523,2.64686725249976,0.23333333333333334,0.1,0.375,119.53485875495872,108.72762270179136,129.74395608863807,True
peer,HuggingFaceTB/SmolLM3-3B,a07cc9a04f16550a088caea529712d1d335b0ac1,120,M19_peer_direct,0.23333333333333334,107.41839111382586,1.6684108100000685,M20_peer_grounded_verified,0.3416666666666667,148.93385735101208,2.3427015510001183,0.10833333333333334,-0.025,0.24166666666666667,41.51546623718623,35.466969127418615,47.50156346778736,True
upper,Qwen/Qwen3-4B-Instruct-2507,cdbee75f17c01a7cc42f958dc650907174af0554,120,M21_upper_direct,0.13333333333333333,84.4172020497446,1.2500675830001455,A14_upper_hybrid_verified,0.425,256.1301399259148,3.7919975415002227,0.2916666666666667,0.16666666666666666,0.4166666666666667,171.71293787617023,157.74358150576975,185.23644816142627,False
